Publication_ID,Method_ID,RCM_GCM,Em_Scen_as recorded,Emission Scenarios,Dsc_as_recorded,Reference Time Period_START,ReferencePeriod_End,FutPer_Start,FutPer_end,Future Time Periods,Hmod_as_recorded,Hydrologic Model,,
73,73.02,GCM,B21,B2,Not clear,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
73,73.03,GCM,A21,A2,Not clear,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
73,73.04,GCM,B21,B2,Not clear,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
73,73.05,GCM,A21,A2,Not clear,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
73,73.06,GCM,B21,B2,Not clear,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
73,73.07,GCM,A1F1,A1F1,Not clear,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
73,73.08,GCM,A21,A2,Not clear,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
73,73.09,GCM,B11,B1,Not clear,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
73,73.1,GCM,B21,B2,Not clear,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
73,73.11,GCM,A21,A2,Not clear,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
73,73.12,GCM,B21,B2,Not clear,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
73,73.13,GCM,A21,A2,Not clear,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
73,73.14,GCM,B21,B2,Not clear,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
73,73.15,GCM,A1F1,A1F1,Not clear,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
73,73.16,GCM,A21,A2,Not clear,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
73,73.17,GCM,B21,B2,Not clear,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
73,73.18,GCM,B11,B1,Not clear,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
86,86.01,NA,NA,NA,NA,1961,1990,1961,1990,HIST,Simulated Grid microclimate (SIMGRID) Snow-Runoff model,SIMGRID,,
86,86.02,GCM,A1F1,A1F1,Delta method,1961,1990,2010,2039,NEARFUT,Simulated Grid microclimate (SIMGRID) Snow-Runoff model,SIMGRID,,
86,86.03,GCM,B11,B1,Delta method,1961,1990,2010,2039,NEARFUT,Simulated Grid microclimate (SIMGRID) Snow-Runoff model,SIMGRID,,
86,86.04,GCM,A1F1,A1F1,Delta method,1961,1990,2040,2059,MIDCENT,Simulated Grid microclimate (SIMGRID) Snow-Runoff model,SIMGRID,,
86,86.05,GCM,B11,B1,Delta method,1961,1990,2040,2059,MIDCENT,Simulated Grid microclimate (SIMGRID) Snow-Runoff model,SIMGRID,,
86,86.06,GCM,A1F1,A1F1,Delta method,1961,1990,2070,2099,FARFUT,Simulated Grid microclimate (SIMGRID) Snow-Runoff model,SIMGRID,,
86,86.07,GCM,B11,B1,Delta method,1961,1990,2070,2099,FARFUT,Simulated Grid microclimate (SIMGRID) Snow-Runoff model,SIMGRID,,
88,88,NA,NA,NA,NA,1991,2010,1991,2010,HIST,IBIS & THMB,IBIS,,
88,88.01,GCM,RCP 2.6,RCP 2.6,Default anomaly correction method,1991,2010,2041,2060,MIDCENT,IBIS & THMB,IBIS,,
88,88.02,GCM,RCP 2.6,RCP 2.6,Default anomaly correction method,1991,2010,2041,2060,MIDCENT,IBIS & THMB,IBIS,,
88,88.03,GCM,RCP 2.6,RCP 2.6,Default anomaly correction method,1991,2010,2041,2060,MIDCENT,IBIS & THMB,IBIS,,
88,88.04,GCM,RCP 4.5,RCP 4.5,Default anomaly correction method,1991,2010,2041,2060,MIDCENT,IBIS & THMB,IBIS,,
88,88.05,GCM,RCP 4.5,RCP 4.5,Default anomaly correction method,1991,2010,2041,2060,MIDCENT,IBIS & THMB,IBIS,,
88,88.06,GCM,RCP 4.5,RCP 4.5,Default anomaly correction method,1991,2010,2041,2060,MIDCENT,IBIS & THMB,IBIS,,
88,88.07,GCM,RCP 6.0,RCP 6.0,Default anomaly correction method,1991,2010,2041,2060,MIDCENT,IBIS & THMB,IBIS,,
88,88.08,GCM,RCP 6.0,RCP 6.0,Default anomaly correction method,1991,2010,2041,2060,MIDCENT,IBIS & THMB,IBIS,,
88,88.09,GCM,RCP 6.0,RCP 6.0,Default anomaly correction method,1991,2010,2041,2060,MIDCENT,IBIS & THMB,IBIS,,
88,88.1,GCM,RCP 8.5,RCP 8.5,Default anomaly correction method,1991,2010,2041,2060,MIDCENT,IBIS & THMB,IBIS,,
88,88.11,GCM,RCP 8.5,RCP 8.5,Default anomaly correction method,1991,2010,2041,2060,MIDCENT,IBIS & THMB,IBIS,,
88,88.12,GCM,RCP 8.5,RCP 8.5,Default anomaly correction method,1991,2010,2041,2060,MIDCENT,IBIS & THMB,IBIS,,
88,88.13,GCM,RCP 2.6,RCP 2.6,Default anomaly correction method,1991,2010,2081,2100,FARFUT,IBIS & THMB,IBIS,,
88,88.14,GCM,RCP 2.6,RCP 2.6,Default anomaly correction method,1991,2010,2081,2100,FARFUT,IBIS & THMB,IBIS,,
88,88.15,GCM,RCP 2.6,RCP 2.6,Default anomaly correction method,1991,2010,2081,2100,FARFUT,IBIS & THMB,IBIS,,
88,88.16,GCM,RCP 4.5,RCP 4.5,Default anomaly correction method,1991,2010,2081,2100,FARFUT,IBIS & THMB,IBIS,,
88,88.17,GCM,RCP 4.5,RCP 4.5,Default anomaly correction method,1991,2010,2081,2100,FARFUT,IBIS & THMB,IBIS,,
88,88.18,GCM,RCP 4.5,RCP 4.5,Default anomaly correction method,1991,2010,2081,2100,FARFUT,IBIS & THMB,IBIS,,
88,88.19,GCM,RCP 6.0,RCP 6.0,Default anomaly correction method,1991,2010,2081,2100,FARFUT,IBIS & THMB,IBIS,,
88,88.2,GCM,RCP 6.0,RCP 6.0,Default anomaly correction method,1991,2010,2081,2100,FARFUT,IBIS & THMB,IBIS,,
88,88.21,GCM,RCP 6.0,RCP 6.0,Default anomaly correction method,1991,2010,2081,2100,FARFUT,IBIS & THMB,IBIS,,
88,88.22,GCM,RCP 8.5,RCP 8.5,Default anomaly correction method,1991,2010,2081,2100,FARFUT,IBIS & THMB,IBIS,,
88,88.23,GCM,RCP 8.5,RCP 8.5,Default anomaly correction method,1991,2010,2081,2100,FARFUT,IBIS & THMB,IBIS,,
88,88.24,GCM,RCP 8.5,RCP 8.5,Default anomaly correction method,1991,2010,2081,2100,FARFUT,IBIS & THMB,IBIS,,
89,89.01,NA,NA,NA,NA,1971,2000,1971,2000,HIST,HydroGeoSphere,HGS,,
89,89.02,RCM,"A2
A1B",MULT,Daily translation,1971,2000,2041,2070,MIDCENT,HydroGeoSphere,HGS,,
108,108.01,GCM,RCP 4.5,RCP 4.5,Delta method,1961,1990,2011,2040,NEARFUT,GENESYS,GENESYS,,
108,108.02,GCM,RCP 4.5,RCP 4.5,Delta method,1961,1990,2041,2070,MIDCENT,GENESYS,GENESYS,,
108,108.03,GCM,RCP 4.5,RCP 4.5,Delta method,1961,1990,2071,2100,FARFUT,GENESYS,GENESYS,,
108,108.04,GCM,RCP 8.5,RCP 8.5,Delta method,1961,1990,2011,2040,NEARFUT,GENESYS,GENESYS,,
108,108.05,GCM,RCP 8.5,RCP 8.5,Delta method,1961,1990,2041,2070,MIDCENT,GENESYS,GENESYS,,
108,108.06,GCM,RCP 8.5,RCP 8.5,Delta method,1961,1990,2071,2100,FARFUT,GENESYS,GENESYS,,
112,112.01,RCM,Not clear,OTHER,Bias correction and direct RCM outputs,1971,2000,2041,2070,MIDCENT,"HSAMI
HYDROTEL
PROMET
WaSim-ETH",OTHER,,
55,55.01,GCM,A1B,A1B,Delta method,1961,1990,2021,2050,NEARFUT,MISBA,MISBA,,
55,55.02,GCM,A2,A2,Delta method,1961,1990,2021,2050,NEARFUT,MISBA,MISBA,,
55,55.03,GCM,B1,B1,Delta method,1961,1990,2021,2050,NEARFUT,MISBA,MISBA,,
55,55.04,GCM,A1B,A1B,Delta method,1961,1990,2021,2050,NEARFUT,MISBA,MISBA,,
55,55.05,GCM,A2,A2,Delta method,1961,1990,2021,2050,NEARFUT,MISBA,MISBA,,
55,55.06,GCM,B1,B1,Delta method,1961,1990,2021,2050,NEARFUT,MISBA,MISBA,,
55,55.07,GCM,A1B,A1B,Delta method,1961,1990,2021,2050,NEARFUT,MISBA,MISBA,,
55,55.08,GCM,A2,A2,Delta method,1961,1990,2021,2050,NEARFUT,MISBA,MISBA,,
55,55.09,GCM,B1,B1,Delta method,1961,1990,2021,2050,NEARFUT,MISBA,MISBA,,
55,55.1,GCM,A1B,A1B,Delta method,1961,1990,2021,2050,NEARFUT,MISBA,MISBA,,
55,55.11,GCM,A2,A2,Delta method,1961,1990,2021,2050,NEARFUT,MISBA,MISBA,,
55,55.12,GCM,B1,B1,Delta method,1961,1990,2021,2050,NEARFUT,MISBA,MISBA,,
63,63.01,NA,NA,NA,NA,1961,1997,1961,1997,HIST,VIC,VIC,,
63,63.02,GCM,1% CO2 increase per year,IS92a,Delta method,1961,1997,2021,2030,NEARFUT,VIC,VIC,,
63,63.03,GCM,1% CO2 increase per year,IS92a,Delta method,1961,1997,2021,2030,NEARFUT,VIC,VIC,,
63,63.04,GCM,1% CO2 increase per year,IS92a,Delta method,1961,1997,2041,2050,MIDCENT,VIC,VIC,,
63,63.05,GCM,1% CO2 increase per year,IS92a,Delta method,1961,1997,2041,2050,MIDCENT,VIC,VIC,,
63,63.06,GCM,1% CO2 increase per year,IS92a,Delta method,1961,1997,2091,2100,FARFUT,VIC,VIC,,
104,104.01,NA,NA,NA,NA,1971,2000,1971,2000,HIST,SWAT,SWAT,,
104,104.02,RCM,A2,A2,Bias correction,1971,2000,2041,2070,MIDCENT,SWAT,SWAT,,
104,104.03,RCM,A2,A2,Bias correction,1971,2000,2041,2070,MIDCENT,SWAT,SWAT,,
104,104.04,RCM,A2,A2,Bias correction,1971,2000,2041,2070,MIDCENT,SWAT,SWAT,,
129,129.01,NA,NA,NA,NA,1969,2000,1969,2000,HIST,WATFLOOD,WATFLOOD,,
129,129.02,RCM,A2,A2,RCM,1969,2000,2039,2070,MIDCENT,WATFLOOD,WATFLOOD,,
129,129.03,RCM,A2,A2,Bias correction,1969,2000,2039,2070,MIDCENT,WATFLOOD,WATFLOOD,,
140,140.01,RCM,A2,A2,Bias correction,1971,2000,2041,2070,MIDCENT,WATFLOOD,WATFLOOD,,
153,153.01,GCM,A1,A1,SDSM and LARS-WG,1960,1999,2010,2039,NEARFUT,Visual HELP,HELP,,
153,153.02,GCM,A1,A1,SDSM and LARS-WG,1960,1999,2040,2069,MIDCENT,Visual HELP,HELP,,
154,154.01,RCM,A2,A2,Bias correction using monthly correction factors for temperature; local intensity scaling method (LOCI) for precipitation,1971,2000,2041,2070,MIDCENT,"20 lumped conceptual models
24 Potential Evapotranspiration Formulations
7 Snow modules",OTHER,,
154,154.02,RCM,A2,A2,Bias correction using monthly correction factors for temperature; local intensity scaling method (LOCI) for precipitation,1971,2000,2041,2070,MIDCENT,Lumped conceptual model,OTHER,,
154,154.03,RCM,A2,A2,Bias correction using monthly correction factors for temperature; local intensity scaling method (LOCI) for precipitation,1971,2000,2041,2070,MIDCENT,PET formulation,OTHER,,
154,154.04,RCM,A2,A2,Bias correction using monthly correction factors for temperature; local intensity scaling method (LOCI) for precipitation,1971,2000,2041,2070,MIDCENT,Snow module,OTHER,,
154,154.05,RCM,A2,A2,Bias correction using monthly correction factors for temperature; local intensity scaling method (LOCI) for precipitation,1971,2000,2041,2070,MIDCENT,Natural variability (CRCM members),OTHER,,
155,155.01,GCM,A2,A2,ClimGen,1971,2000,2011,2040,NEARFUT,CANWET,CANWET,,
159,159.01,GCM,RCP 4.5,RCP 4.5,BCSD,1983,2013,2021,2060,NEARMID,SWAT,SWAT,,
159,159.02,GCM,RCP 4.5,RCP 4.5,BCSD,1983,2013,2021,2060,NEARMID,SWAT,SWAT,,
159,159.03,GCM,RCP 4.5,RCP 4.5,BCSD,1983,2013,2021,2060,NEARMID,SWAT,SWAT,,
159,159.04,GCM,RCP 4.5,RCP 4.5,BCSD,1983,2013,2061,2100,FARFUT,SWAT,SWAT,,
159,159.05,GCM,RCP 4.5,RCP 4.5,BCSD,1983,2013,2061,2100,FARFUT,SWAT,SWAT,,
159,159.06,GCM,RCP 4.5,RCP 4.5,BCSD,1983,2013,2061,2100,FARFUT,SWAT,SWAT,,
159,159.07,GCM,RCP 8.5,RCP 8.5,BCSD,1983,2013,2021,2060,NEARMID,SWAT,SWAT,,
159,159.08,GCM,RCP 8.5,RCP 8.5,BCSD,1983,2013,2021,2060,NEARMID,SWAT,SWAT,,
159,159.09,GCM,RCP 8.5,RCP 8.5,BCSD,1983,2013,2021,2060,NEARMID,SWAT,SWAT,,
159,159.1,GCM,RCP 8.5,RCP 8.5,BCSD,1983,2013,2061,2100,FARFUT,SWAT,SWAT,,
159,159.11,GCM,RCP 8.5,RCP 8.5,BCSD,1983,2013,2061,2100,FARFUT,SWAT,SWAT,,
159,159.12,GCM,RCP 8.5,RCP 8.5,BCSD,1983,2013,2061,2100,FARFUT,SWAT,SWAT,,
10,10.01,GCM,A1,A1,Not clear,1960,2001,2040,2069,MIDCENT,HELP,HELP,,
10,10.02,GCM,B1,B1,Not clear,1960,2001,2040,2069,MIDCENT,HELP,HELP,,
10,10.03,GCM,A2a,A2,Not clear,1960,2001,2040,2069,MIDCENT,HELP,HELP,,
10,10.04,GCM,B2a,B2,Not clear,1960,2001,2040,2069,MIDCENT,HELP,HELP,,
197,197.01,GCM,A1B,A1B,Delta method,1970,1999,2010,2039,NEARFUT,VIC,VIC,,
197,197.02,GCM,A1B,A1B,Delta method,1970,1999,2030,2059,MIDCENT,VIC,VIC,,
197,197.03,GCM,A1B,A1B,Delta method,1970,1999,2070,2099,FARFUT,VIC,VIC,,
101,101.01,NA,NA,NA,NA,1984,2013,2036,2065,MIDCENT,UBC Watershed Model,UBCWat.,,
101,101.02,GCM,RCP 2.6,RCP 2.6,"BCCAQ
Beta Regression
Kernel Regression
BCSD
KnnCad v4
Delta change and MEB weather generator",1984,2013,2036,2065,MIDCENT,UBC Watershed Model,UBCWat.,,
101,101.03,GCM,RCP 4.5,RCP 4.5,"BCCAQ
Beta Regression
Kernel Regression
BCSD
KnnCad v4
Delta change and MEB weather generator",1984,2013,2036,2065,MIDCENT,UBC Watershed Model,UBCWat.,,
101,101.04,GCM,RCP 8.5,RCP 8.5,"BCCAQ
Beta Regression
Kernel Regression
BCSD
KnnCad v4
Delta change and MEB weather generator",1984,2013,2036,2065,MIDCENT,UBC Watershed Model,UBCWat.,,
101,101.05,GCM,"RCP 2.6
RCP 4.5
RCP 8.5",MULT,"BCCAQ
Beta Regression
Kernel Regression
BCSD
KnnCad v4
Delta change and MEB weather generator",1984,2013,2036,2065,MIDCENT,UBC Watershed Model,UBCWat.,,
101,101.06,GCM,"RCP 2.6
RCP 4.5
RCP 8.6",MULT,"BCCAQ
Beta Regression
Kernel Regression
BCSD
KnnCad v4
Delta change and MEB weather generator",1984,2013,2036,2065,MIDCENT,UBC Watershed Model,UBCWat.,,
101,101.07,GCM,"RCP 2.6
RCP 4.5
RCP 8.7",MULT,"BCCAQ
Beta Regression
Kernel Regression
BCSD
KnnCad v4
Delta change and MEB weather generator",1984,2013,2036,2065,MIDCENT,UBC Watershed Model,UBCWat.,,
101,101.08,GCM,"RCP 2.6
RCP 4.5
RCP 8.8",MULT,"BCCAQ
Beta Regression
Kernel Regression
BCSD
KnnCad v4
Delta change and MEB weather generator",1984,2013,2036,2065,MIDCENT,UBC Watershed Model,UBCWat.,,
101,101.09,GCM,"RCP 2.6
RCP 4.5
RCP 8.9",MULT,BCCAQ,1984,2013,2036,2065,MIDCENT,UBC Watershed Model,UBCWat.,,
101,101.1,GCM,"RCP 2.6
RCP 4.5
RCP 8.10",MULT,Beta Regression,1984,2013,2036,2065,MIDCENT,UBC Watershed Model,UBCWat.,,
101,101.11,GCM,"RCP 2.6
RCP 4.5
RCP 8.11",MULT,Kernel Regression,1984,2013,2036,2065,MIDCENT,UBC Watershed Model,UBCWat.,,
101,101.12,GCM,"RCP 2.6
RCP 4.5
RCP 8.12",MULT,BCSD,1984,2013,2036,2065,MIDCENT,UBC Watershed Model,UBCWat.,,
101,101.13,GCM,"RCP 2.6
RCP 4.5
RCP 8.13",MULT,KnnCad v4,1984,2013,2036,2065,MIDCENT,UBC Watershed Model,UBCWat.,,
101,101.14,GCM,"RCP 2.6
RCP 4.5
RCP 8.14",MULT,Delta change and MEB weather generator,1984,2013,2036,2065,MIDCENT,UBC Watershed Model,UBCWat.,,
101,101.15,GCM,RCP 2.6,RCP 2.6,"BCCAQ
Beta Regression
Kernel Regression
BCSD
KnnCad v4
Delta change and MEB weather generator",1984,2013,2066,2095,FARFUT,UBC Watershed Model,UBCWat.,,
101,101.16,GCM,RCP 4.5,RCP 4.5,"BCCAQ
Beta Regression
Kernel Regression
BCSD
KnnCad v4
Delta change and MEB weather generator",1984,2013,2066,2095,FARFUT,UBC Watershed Model,UBCWat.,,
101,101.17,GCM,RCP 8.5,RCP 8.5,"BCCAQ
Beta Regression
Kernel Regression
BCSD
KnnCad v4
Delta change and MEB weather generator",1984,2013,2066,2095,FARFUT,UBC Watershed Model,UBCWat.,,
101,101.18,GCM,"RCP 2.6
RCP 4.5
RCP 8.14",MULT,"BCCAQ
Beta Regression
Kernel Regression
BCSD
KnnCad v4
Delta change and MEB weather generator",1984,2013,2066,2095,FARFUT,UBC Watershed Model,UBCWat.,,
101,101.19,GCM,"RCP 2.6
RCP 4.5
RCP 8.15",MULT,"BCCAQ
Beta Regression
Kernel Regression
BCSD
KnnCad v4
Delta change and MEB weather generator",1984,2013,2066,2095,FARFUT,UBC Watershed Model,UBCWat.,,
101,101.2,GCM,"RCP 2.6
RCP 4.5
RCP 8.16",MULT,"BCCAQ
Beta Regression
Kernel Regression
BCSD
KnnCad v4
Delta change and MEB weather generator",1984,2013,2066,2095,FARFUT,UBC Watershed Model,UBCWat.,,
101,101.21,GCM,"RCP 2.6
RCP 4.5
RCP 8.17",MULT,"BCCAQ
Beta Regression
Kernel Regression
BCSD
KnnCad v4
Delta change and MEB weather generator",1984,2013,2066,2095,FARFUT,UBC Watershed Model,UBCWat.,,
101,101.22,GCM,"RCP 2.6
RCP 4.5
RCP 8.18",MULT,BCCAQ,1984,2013,2066,2095,FARFUT,UBC Watershed Model,UBCWat.,,
101,101.23,GCM,"RCP 2.6
RCP 4.5
RCP 8.19",MULT,Beta Regression,1984,2013,2066,2095,FARFUT,UBC Watershed Model,UBCWat.,,
101,101.24,GCM,"RCP 2.6
RCP 4.5
RCP 8.20",MULT,Kernel Regression,1984,2013,2066,2095,FARFUT,UBC Watershed Model,UBCWat.,,
101,101.25,GCM,"RCP 2.6
RCP 4.5
RCP 8.21",MULT,BCSD,1984,2013,2066,2095,FARFUT,UBC Watershed Model,UBCWat.,,
101,101.26,GCM,"RCP 2.6
RCP 4.5
RCP 8.22",MULT,KnnCad v4,1984,2013,2066,2095,FARFUT,UBC Watershed Model,UBCWat.,,
101,101.27,GCM,"RCP 2.6
RCP 4.5
RCP 8.23",MULT,Delta change and MEB weather generator,1984,2013,2066,2095,FARFUT,UBC Watershed Model,UBCWat.,,
102,102.01,GCM,Not clear ,OTHER,Delta change   ,1981,2010,2040,2069,MIDCENT,WATFLOOD,WATFLOOD,,
44,44.01,NA,RCP 4.5,RCP 4.5,NA,1981,2010,1981,2010,HIST,VIC,VIC,,
44,44.02,NA,RCP 8.5,RCP 8.5,NA,1981,2010,1981,2010,HIST,VIC,VIC,,
44,44.03,GCM,RCP 4.5,RCP 4.5,"BCCI
BCSD",1981,2010,2041,2070,MIDCENT,VIC,VIC,,
44,44.04,GCM,RCP 8.5,RCP 8.5,"BCCI
BCSD",1981,2010,2041,2070,MIDCENT,VIC,VIC,,
44,44.05,GCM,RCP 4.5,RCP 4.5,"BCCI
BCSD",1981,2010,2071,2100,FARFUT,VIC,VIC,,
44,44.06,GCM,RCP 8.5,RCP 8.5,"BCCI
BCSD",1981,2010,2071,2100,FARFUT,VIC,VIC,,
12,12.001,NA,NA,NA,NA,1970,1999,1970,1999,HIST,WATFLOOD,WATFLOOD,,
12,12.002,GCM,B1,B1,Delta method,1970,1999,2040,2069,MIDCENT,WATFLOOD,WATFLOOD,,
12,12.003,GCM,B1,B1,Delta method,1970,1999,2040,2069,MIDCENT,WATFLOOD,WATFLOOD,,
12,12.004,GCM,B1,B1,Delta method,1970,1999,2040,2069,MIDCENT,WATFLOOD,WATFLOOD,,
12,12.005,GCM,B1,B1,Delta method,1970,1999,2040,2069,MIDCENT,WATFLOOD,WATFLOOD,,
12,12.006,GCM,B1,B1,Delta method,1970,1999,2040,2069,MIDCENT,WATFLOOD,WATFLOOD,,
12,12.007,GCM,B1,B1,Delta method,1970,1999,2040,2069,MIDCENT,WATFLOOD,WATFLOOD,,
12,12.008,GCM,B1,B1,Delta method,1970,1999,2040,2069,MIDCENT,WATFLOOD,WATFLOOD,,
12,12.009,GCM,B1,B1,Delta method,1970,1999,2040,2069,MIDCENT,WATFLOOD,WATFLOOD,,
12,12.01,GCM,B1,B1,Delta method,1970,1999,2040,2069,MIDCENT,WATFLOOD,WATFLOOD,,
12,12.011,GCM,B1,B1,Delta method,1970,1999,2040,2069,MIDCENT,WATFLOOD,WATFLOOD,,
12,12.012,GCM,B1,B1,Delta method,1970,1999,2040,2069,MIDCENT,WATFLOOD,WATFLOOD,,
12,12.013,GCM,B1,B1,Delta method,1970,1999,2040,2069,MIDCENT,WATFLOOD,WATFLOOD,,
12,12.014,GCM,B1,B1,Delta method,1970,1999,2040,2069,MIDCENT,WATFLOOD,WATFLOOD,,
12,12.015,GCM,B1,B1,Delta method,1970,1999,2040,2069,MIDCENT,WATFLOOD,WATFLOOD,,
12,12.016,GCM,B1,B1,Delta method,1970,1999,2040,2069,MIDCENT,WATFLOOD,WATFLOOD,,
12,12.017,GCM,B1,B1,Delta method,1970,1999,2040,2069,MIDCENT,WATFLOOD,WATFLOOD,,
12,12.018,GCM,B1,B1,Delta method,1970,1999,2040,2069,MIDCENT,WATFLOOD,WATFLOOD,,
12,12.019,GCM,B1,B1,Delta method,1970,1999,2040,2069,MIDCENT,WATFLOOD,WATFLOOD,,
12,12.02,GCM,B1,B1,Delta method,1970,1999,2040,2069,MIDCENT,WATFLOOD,WATFLOOD,,
12,12.021,GCM,B1,B1,Delta method,1970,1999,2040,2069,MIDCENT,WATFLOOD,WATFLOOD,,
12,12.022,GCM,B1,B1,Delta method,1970,1999,2040,2069,MIDCENT,WATFLOOD,WATFLOOD,,
12,12.023,NA,NA,NA,NA,1970,1999,1970,1999,HIST,HBV-EC,HBV,,
12,12.024,GCM,B1,B1,Delta method,1970,1999,2040,2069,MIDCENT,HBV-EC,HBV,,
12,12.025,GCM,B1,B1,Delta method,1970,1999,2040,2069,MIDCENT,HBV-EC,HBV,,
12,12.026,GCM,B1,B1,Delta method,1970,1999,2040,2069,MIDCENT,HBV-EC,HBV,,
12,12.027,GCM,B1,B1,Delta method,1970,1999,2040,2069,MIDCENT,HBV-EC,HBV,,
12,12.028,GCM,B1,B1,Delta method,1970,1999,2040,2069,MIDCENT,HBV-EC,HBV,,
12,12.029,GCM,B1,B1,Delta method,1970,1999,2040,2069,MIDCENT,HBV-EC,HBV,,
12,12.03,GCM,B1,B1,Delta method,1970,1999,2040,2069,MIDCENT,HBV-EC,HBV,,
12,12.031,GCM,B1,B1,Delta method,1970,1999,2040,2069,MIDCENT,HBV-EC,HBV,,
12,12.032,GCM,B1,B1,Delta method,1970,1999,2040,2069,MIDCENT,HBV-EC,HBV,,
12,12.033,GCM,B1,B1,Delta method,1970,1999,2040,2069,MIDCENT,HBV-EC,HBV,,
12,12.034,GCM,B1,B1,Delta method,1970,1999,2040,2069,MIDCENT,HBV-EC,HBV,,
12,12.035,GCM,B1,B1,Delta method,1970,1999,2040,2069,MIDCENT,HBV-EC,HBV,,
12,12.036,GCM,B1,B1,Delta method,1970,1999,2040,2069,MIDCENT,HBV-EC,HBV,,
12,12.037,GCM,B1,B1,Delta method,1970,1999,2040,2069,MIDCENT,HBV-EC,HBV,,
12,12.038,GCM,B1,B1,Delta method,1970,1999,2040,2069,MIDCENT,HBV-EC,HBV,,
12,12.039,GCM,B1,B1,Delta method,1970,1999,2040,2069,MIDCENT,HBV-EC,HBV,,
12,12.04,GCM,B1,B1,Delta method,1970,1999,2040,2069,MIDCENT,HBV-EC,HBV,,
12,12.041,GCM,B1,B1,Delta method,1970,1999,2040,2069,MIDCENT,HBV-EC,HBV,,
12,12.042,GCM,B1,B1,Delta method,1970,1999,2040,2069,MIDCENT,HBV-EC,HBV,,
12,12.043,GCM,B1,B1,Delta method,1970,1999,2040,2069,MIDCENT,HBV-EC,HBV,,
12,12.044,GCM,B1,B1,Delta method,1970,1999,2040,2069,MIDCENT,HBV-EC,HBV,,
12,12.045,NA,NA,NA,NA,1970,1999,1970,1999,HIST,HMETS,HMETS,,
12,12.046,GCM,B1,B1,Delta method,1970,1999,2040,2069,MIDCENT,HMETS,HMETS,,
12,12.047,GCM,B1,B1,Delta method,1970,1999,2040,2069,MIDCENT,HMETS,HMETS,,
12,12.048,GCM,B1,B1,Delta method,1970,1999,2040,2069,MIDCENT,HMETS,HMETS,,
12,12.049,GCM,B1,B1,Delta method,1970,1999,2040,2069,MIDCENT,HMETS,HMETS,,
12,12.05,GCM,B1,B1,Delta method,1970,1999,2040,2069,MIDCENT,HMETS,HMETS,,
12,12.051,GCM,B1,B1,Delta method,1970,1999,2040,2069,MIDCENT,HMETS,HMETS,,
12,12.052,GCM,B1,B1,Delta method,1970,1999,2040,2069,MIDCENT,HMETS,HMETS,,
12,12.053,GCM,B1,B1,Delta method,1970,1999,2040,2069,MIDCENT,HMETS,HMETS,,
12,12.054,GCM,B1,B1,Delta method,1970,1999,2040,2069,MIDCENT,HMETS,HMETS,,
12,12.055,GCM,B1,B1,Delta method,1970,1999,2040,2069,MIDCENT,HMETS,HMETS,,
12,12.056,GCM,B1,B1,Delta method,1970,1999,2040,2069,MIDCENT,HMETS,HMETS,,
12,12.057,GCM,B1,B1,Delta method,1970,1999,2040,2069,MIDCENT,HMETS,HMETS,,
12,12.058,GCM,B1,B1,Delta method,1970,1999,2040,2069,MIDCENT,HMETS,HMETS,,
12,12.059,GCM,B1,B1,Delta method,1970,1999,2040,2069,MIDCENT,HMETS,HMETS,,
12,12.06,GCM,B1,B1,Delta method,1970,1999,2040,2069,MIDCENT,HMETS,HMETS,,
12,12.061,GCM,B1,B1,Delta method,1970,1999,2040,2069,MIDCENT,HMETS,HMETS,,
12,12.062,GCM,B1,B1,Delta method,1970,1999,2040,2069,MIDCENT,HMETS,HMETS,,
12,12.063,GCM,B1,B1,Delta method,1970,1999,2040,2069,MIDCENT,HMETS,HMETS,,
12,12.064,GCM,B1,B1,Delta method,1970,1999,2040,2069,MIDCENT,HMETS,HMETS,,
12,12.065,GCM,B1,B1,Delta method,1970,1999,2040,2069,MIDCENT,HMETS,HMETS,,
12,12.066,GCM,B1,B1,Delta method,1970,1999,2040,2069,MIDCENT,HMETS,HMETS,,
12,12.067,GCM,A1B,A1B,Delta method,1970,1999,2040,2069,MIDCENT,WATFLOOD,WATFLOOD,,
12,12.068,GCM,A1B,A1B,Delta method,1970,1999,2040,2069,MIDCENT,WATFLOOD,WATFLOOD,,
12,12.069,GCM,A1B,A1B,Delta method,1970,1999,2040,2069,MIDCENT,WATFLOOD,WATFLOOD,,
